Lens ID,Title,Publication Year,Source Country,Author/s,Keywords
180-396-955-171-058,Exploring the Heart Failure Connection in Long COVID Patients: A Narrative Review.,2024,United States,Emmanuel Olumuyide; Chibuike C Agwuegbo; Eman N Ahmed,2019-ncov; cardiac complications; cardiovascular/cardio and vascular/blood vessel disease; covid-19; heart failure; long covid; sars-cov-2; wuhan coronavirus
180-498-155-800-036,"Are COVID and Long COVID ""Legitimate"" Diagnoses? Not Everyone Thinks So",2023,,Laura Mehegan,
181-303-178-435-696,Patient-Led Research for COVID-19: Embedding Patients in the Long COVID Narrative,2020,,Lisa McCorkell; Gina Assaf; Hannah Davis; Hannah Wei; Athena Akrami,
181-423-707-462-697,Long COVID risk factors and outcomes among solid organ transplant recipients: a retrospective cohort study.,2025,Switzerland,Micaela N Sandoval; Linda W Moore; Howard J Huang; Edward A Graviss,COVID-19; epidemiology; infectious diseases; long COVID; solid organ transplant (SOT)
181-466-937-358-182,"Covid-19, Long Covid, and Psychosomatic Manifestations: A Possible Burden on Existing Rheumatology Facilities",2022,,Md Abu Bakar Siddiq; Johannes Jacobus Rasker,
181-830-984-927-585,"The Ongoing Story of COVID and Long COVID: A Survey of Adults Age 50-Plus - Report, October 2022",2023,,Laura Mehegan,
182-846-552-485-78X,A Meta-Meta-Analysis of Post-COVID Symptoms: Unveiling the Persistent Burden of Long COVID,2025,,Sumith Chandra Uppala,
182-858-730-583-066,Long-Term Effects of COVID-19: A Systemic Review,2022,,Hassan Naji,COVID-19; chronic COVID-19; long-haul COVID-19; long COVID-19; ongoing COVID-19 symptoms; persistent COVID-19; post COVID-19 condition; post COVID-19 manifestations; post COVID-19 syndrome; post-acute COVID-19; post-acute sequalae of SARS-CoV-2
182-886-850-523-162,A Blood Supply Pathophysiological Microcirculatory Mechanism for Long COVID.,2024,Switzerland,Aristotle G Koutsiaris,blood supply; case–control studies; diffusion; hemodynamics; long COVID; mechanism; microcirculation; microthrombosis; microvascular loss; pathophysiology
183-236-933-829-492,S234 COVID-19 Long COVID and Gut Dysbiosis,2024,Germany,Adriana Vidal; Brad Barrows; Guanhui Bao; Amelia Goudzwaard; Andreas Papoutsis; Sabine Hazan,
183-250-612-717-976,Evaluation of Patients Monitored Due to SARS-CoV-2 Infection in Terms of Long-COVID-19 Syndrome,2024,,Sezin Hoşgel Sevdimbaş; Ayşe Seza İnal; Ferit Kuşcu; Behice Kurtaran; Aslıhan Candevir; Yeşim Taşova; Süheyla Kömür,
183-333-558-766-120,Emergency department utilization among children with Long COVID symptoms: a COVID-19 research consortium study.,2024,United Kingdom,Pranav Bhimani; Adina Scheinfeld; Mangala Rajan,COVID-19 Research Database; Emergency use; Long COVID; Symptoms
183-538-840-971-506,The role of immune activation and antigen persistence in acute and long COVID.,2023,Canada,Skye Opsteen; Jacob K Files; Tim Fram; Nathan Erdmann,COVID-19; inflammation
183-870-693-273-429,Association of Long COVID With Vision Difficulties Among Adults in the United States,2025,United States,Mona Pathak; Sophie Mitra; Chan Shen; Hao Wang; Patricia A. Findley; R. Constance Wiener; Usha Sambamoorthi,
184-210-940-921-757,Long COVID Incidence in a Large US Ambulatory Electronic Health Record System.,2023,United Kingdom,Robert Sedgley; Jessamine Winer-Jones; Machaon Bonafede,COVID-19; SARS-CoV-2; United States; coronavirus disease 2019; long COVID; postacute sequalae; post–COVID-19 conditions; severe acute respiratory syndrome coronavirus 2
184-540-495-875-538,Why the threat of psychosocial reductionism to patients in psychiatry and medicine is rather ignored.,2025,United Kingdom,Thomas H J Molmans,
184-715-753-980-261,What is the current state of research on the epidemiology of long COVID-19 or post-COVID-19?,2025,,null Tripdatabase,
184-869-076-678-947,"COVID-19: no longer a global health emergency, now a long term challenge.",2023,Australia,Virginia Barbour,
184-902-016-410-510,Advances in Research on the Diagnosis and Treatment of Long COVID-19,2024,,Huiqi Sun; Jiuxi Liu,
185-105-245-850-565,"Stress, anxiety, and depression severity among individuals with no history, previous history, or current history of long COVID.",2023,Netherlands,Zoe Sirotiak; Emily B K Thomas; Angelique G Brellenthin,Anxiety; Depression; Long COVID; Post-acute sequalae of COVID-19; Post-viral syndrome; Psychological stress
185-180-882-871-756,Multilevel Determinants of Long COVID and Potential for Telehealth Intervention.,2024,United States,Molly Jacobs; Charles Ellis; Irene Estores,COVID-19; Income; Long COVID; Race; Social Determinants of Health; Telehealth
185-515-863-778-777,"Anticoagulant vs. antiviral therapy, recovery and neurodamage in Long COVID: a real-world prospective cohort study",2025,,Marc Jamoulle; Margaux Mignolet; Isabelle Meyts; Aurélie Ladang; Charles Nicaise; Johan Van Weyenbergh,
186-361-943-172-940,Long COVID Models of Care,2024,,Roger Chou; Tracy Dana; Azrah Y. Ahmed; Leah Williams; Eric Herman; Jordan Anderson; Ilya Ivlev; Shelley Selph,
187-158-217-558-796,"Characteristics of Long COVID Symptoms of People Affected by COVID-19 living at Dhaka Division, Bangladesh",2024,,Tamzid Hossain; Mohammad Anwar Hossain*; Farjana Sharmin; Md Ershad Ali; Md. Shafiqul Islam; Kulsum Akter; Shahid Afridi; Amina Akter; Luthfor Rahman; Rubaya Sultana,
187-166-078-875-029,Impacts of Long COVID: 2022 AARP Focus Groups Among Adults Ages 40 t0 55,2023,,Laura Mehegan,
187-962-656-439-26X,Who Gets Long COVID and Suffers its Mental Health and Socioeconomic Consequences in the United States? Preliminary Findings from a Large Nationwide Study,2023,,Daniel Kim,
188-145-837-589-597,Post-COVID or long-COVID? That is the question.,2023,Poland,Salvatore Chirumbolo; Umberto Tirelli,
188-348-325-497-728,Long COVID-19: A Systematic Review.,2023,India,Subrahmanyam Karuturi,
188-369-712-804-532,"Editorial: Long COVID: pathogenesis, diagnosis and clinical management.",2025,Switzerland,Arch G Mainous; Shisan Bao; Michel Goldman,COVID; Long COVID; clinical management; diagnosis; mortality
188-381-809-992-762,Employment status of referrals to a regional Long COVID service in the United Kingdom.,2022,,H Shams-Khan; N Nwosu; L Watkins; G Tack,
188-518-748-051-946,Trauma and technology: understanding barriers and solutions to Long COVID care access,2024,,Laura Myerchin Sklaroff,
188-641-133-830-234,Association of Cognitive Deficits with Sociodemographic Characteristics among Adults with Post-COVID Conditions: Findings from the United States Household Pulse Survey,2023,,Daniel J. Wu; Nianjun Liu,
188-641-749-212-709,A Critical Analysis of UK Media Characterisations of Long Covid in Children and Young People,2024,,Chloe Connor; Michael Kranert; Sara Mckelvie; Donna Clutterbuck; Sammie Mcfarland; Nisreen A Alwan,
188-806-520-546-287,Postinfection Post-vaccination Autoimmune Neural Long COVID-19,2022,,Ibrahim M. S. Shnawa,Autoantibody; Auto-reacting cells; COVID-19; epitope; long COVID; tissue injury
189-273-505-325-942,"Priorities for Research, Education, Clinical Practice, and Policy From the Long COVID Physio International Forum",2024,,Kiera McDuff; Darren A. Brown; Douglas P. Gross; Mark A. Faghy; Todd E. Davenport; Jennifer Audette; Laura Bassi; Michelle Bull; Saul E. Cobbing; Simon Décary; Alison Flynn; Flic Jeyes; Cara Kaup; Malissa Martin; Etienne Ngeh; David Putrino; André Saravia; Asya Shiloff-Rogers; Helen Skiffington; Lindsay Skipper; Julia M. Vogel; Kelly K. O'Brien,
189-297-100-450-055,Neuropsychiatric aspects of long COVID: A comprehensive review.,2022,United Kingdom,Takafumi Kubota; Naoto Kuroda; Daichi Sone,COVID-19; long COVID; neurology; post COVID-19 condition; psychiatry; COVID‐19; post COVID‐19 condition
189-319-972-561-574,250. Clinical Disease in Pediatric Long Covid,2022,United States,Taylor Wells; Sarah Gillen; Bazak Sharon,
189-484-903-317-710,What Is Long COVID?,2025,,Erica Crome; Darcie Cooper; Catherine M. Bennett; Danielle Hitch,
190-033-265-908-956,Assessing the effects of long-COVID on mental health in the United States: a population based study.,2025,Switzerland,Anusua Datta,Anxiety; COVID-19; Depression; Mental health
190-231-054-859-266,Investigating care outcomes and experiences of adults with Long COVID through patient- reported indicators (PROMs and PREMs) in Belgium,2025,,Sarah Moreels; Reindert Ekelson; Pierre Smith; Niko Speybroeck; Sherihane Bensemmane; Robrecht De Schreye; Dagmar Annaert,
190-546-837-477-930,A Systematic Review on the Risk Factors of Developing Long COVID in Asia Pacific,2023,,Auni Widad Mohd Yusof; Muhammad Suffi Abdul Kadir; Fadlinda Tasnim Abdul Razak,
191-022-901-301-913,The Future of Long COVID,2024,,Melissa Smallwood,
191-209-562-015-516,An update on Long COVID,2024,,Gary Grohmann; Robert Booy,
191-401-451-112-655,Impact of long COVID on recovery in sport and exercise,2023,,Simon Haunhorst; Wilhelm Bloch; Christian Puta,
191-428-277-912-963,Long-COVID und Diabetes,2022,Germany,Stefan Bornstein,
191-746-950-040-864,Post-COVID Conditions,2026,,Department of Health and Human Services. Centers for Disease Control and Prevention; Center for Health Statistics,
192-015-035-181-417,Neuromuscular manifestations in long-COVID syndrome,2022,Germany,Helmar C Lehmann,Autonomic dysfunction; Multiorgan manifestation; Myalgia; Postural tachycardia syndrome; SARS-CoV‑2; Multiorganmanifestation; Myalgien; Autonome Dysfunktion; Posturales Tachykardiesyndrom
192-093-689-645-894,"Covid-19: Long covid risk is lower with omicron than delta, researchers find.",2022,United Kingdom,Jacqui Wise,
192-187-451-140-156,How long is long COVID.,2022,United Kingdom,Chokan Baimukhamedov,SARS-CoV-2; arthritis; long COVID; post-COVID-19 syndrome; rheumatoid arthritis
192-222-667-203-102,The Impact of Long COVID-19 on the Cardiovascular System.,2024,United States,Matthew W McMaster; Subo Dey; Tzvi Fishkin; Andy Wang; William H Frishman; Wilbert S Aronow,POTS; inappropriate sinus tachycardia; long COVID; long-haul COVID; post-COVID tachycardia syndrome; post-COVID-19 condition; postacute sequelae of SARS-CoV-2
192-361-328-535-76X,"Long COVID Treatment No Silver Bullets, Only a Few Bronze BBs",2026,,Robert  L Martin,
192-382-567-734-363,Long COVID,2022,,Luis del Carpio-Orantes,
192-787-177-115-925,"Awareness, knowledge, and management of long COVID amongst a cohort of primary care-based physiotherapists in New Zealand",2023,,Sarah Rhodes; Ella Waite,
193-037-758-526-478,Long-Haul COVID Clinics: a trip without a map.,2021,,Edoardo Cervoni,
193-279-307-698-256,Long Coronavirus Disease and Chronic Coronavirus Disease in  Health-Care Workers: A Cross-Sectional Study,2024,,Hazal Cansu Çulpan; Sümeyye Nur Aydın; Günay Can; Ayşen Kutan Fenercioğlu; Ethem Erginöz,
193-574-722-363-199,Baseline capillaroscopy provides no evidence of microvascular changes to predict long-COVID syndrome.,2024,Slovakia,Bahar Ozdemir Ulusoy; Hakan Babaoglu; Berkan Armagan Adalet Aypak; Esragul Akinci; Orhan Kucuksahin; Ahmet Omma Sukran Erten; Abdulsamet Erden,COVID-19; long-COVID post-COVID.; microangiopathy; nailfold capillaroscopy
194-137-417-866-401,Le COVID long se gurit mais cela prend du temps,2022,,Martina Huber,
194-870-209-856-374,Coping with Long-COVID Stigma: The Role of Self-Compassion and Self-Coldness,2024,,Maor Shani,
194-970-434-534-302,SSRI use during acute COVID-19 and risk of long COVID among patients with depression,2024,,Zachary Butzin-Dozier; Ji Y; Sanjeev Deshpande; Eugene S. Hurwitz; Abdolreza Sotoodeh Jahromi; Jeremy Coyle; Jianxin Shi; Andrew Mertens; van der Laan M.J; John M. Colford; Rebecca C.; Hubbard A.E.,
195-298-079-774-515,Prevalence of symptoms of post-COVID-19 condition (long COVID) in children hospitalized with COVID-19: A systematic review of observational studies.,2024,United States,Maíra Machado da Silva; Maryellen Nepomuceno Benites; Yasmin Marques Castro; Paulo Victor Moura; Linjie Zhang,COVID‐19; hospitalization; long COVID; meta‐analysis; post‐COVID‐19 condition; symptoms; systematic review
195-395-275-456-404,"Correlates of long-COVID-19: the role of demographics, chronic illness, and psychiatric diagnosis in an urban sample.",2023,United States,Talia Schulder; Sasha Rudenstine; Catherine K Ettman; Sandro Galea,Long-COVID; chronic illness; pandemic; psychiatric diagnoses
195-445-472-551-307,Statistical and Predictive Analysis to Identify Risk Factors and Effects of Post COVID-19 Syndrome,2025,,Milad Leyli-abadi; Jean-Patrick Brunet; Axel Tahmasebimoradi,
195-681-536-905-288,"Long COVID during Omicron: Patients' characteristics, vaccine uptake and healthcare resource utilisation",2025,,Jingyan Yang; Kiran Rai; Cale Harrison; Rebecca Butfield; David Gruben; Hannah Gowman; Rosie Hulme; Isabel Jimenez; Hannah R Volkman; Jennifer Nguyen,
195-786-517-775-909,[The Long-COVID Syndrome - a New Clinical Picture after COVID-19 Infection]./ Das Long-COVID-Syndrom ­ ein neues Krankheitsbild nach COVID-19-Infekt.,2021,,Manuela Funke-Chambour; Laurence Feldmeyer; Robert Hoepner; Uyen Huynh-Do; Britta Maurer; Emrush Rexhaj; Thomas Geiser,
195-851-431-624-729,The prevalence of long COVID symptoms in Indonesia: a cross-sectional study in Aceh,2023,,Maryatun Hasan; Wahyu Eka Sari; Agung Pranata,
196-026-444-595-855,Long COVID/Post-COVID-19 Syndrome - A Review,2024,,Ahmed Burooj; Ruqia Al-Ali,
196-179-036-999-524,Pediatric Long COVID,2024,,Stefan Schwarz; Veith Hümmert,
196-635-227-752-520,Assessment and Management of Long COVID.,2022,Switzerland,Rafael A Rivas-Vazquez; Gustavo Rey; Alan Quintana; Ana A Rivas-Vazquez,COVID-19; Long COVID; Long haulers; PASC
196-734-245-677-222,The NLRP3 inflammasome as a key pathway in the affective and chronic fatigue symptoms of Long COVID,2025,,Yingqian Zhang; Hussein Kadhem Al-Hakeim; Hawraa Kadhem Al-Jassas; Michael Maes,
197-673-475-565-736,Incidence of Long COVID Following Reinfection with COVID-19,2025,,M Daniel Brannock; Emily Hadley; Alexander Preiss; Megan L Fitzgerald; Nita Jain; Emily Taylor; Andrew Wylam; Yun J Yoo; Elaine Hill; Richard A Moffitt,
197-694-939-458-369,Overview of Long COVID: Navigating the Aftermath.,2025,United States,Katelyn Duenas; Won Jong Chwa; Farzana Hoque,COVID-19; Coronavirus; Long COVID; Post COVID; Post-COVID syndrome.
197-808-219-735-180,Long COVID in non-hospitalised children and young people: A national matched cohort study. (The CLoCk study),2024,,Terence Stephenson; Roz Shafran,
197-827-748-536-682,Prevalence and risk factors of Long COVID 3 months after infection during the outbreak of COVID-19 at the end of 2022 in China: A cross-sectional survey (Preprint),2024,,Wei Yan; Hui Xia; Guiju Sun; Yufei Shi; Shaokang Wang; Wang Liao; Da Pan,
197-999-338-833-896,Long COVID? What is that?,2023,United Kingdom,Jules Morgan,
198-201-914-107-368,Autoimmunity and long COVID in children.,2023,Poland,Oksana Boyarchuk; Liubov Volianska,autoimmunity; immune dysregulation; long COVID; post-COVID-19 condition
198-299-911-343-830,The Ongoing Story of COVID and Long COVID Among Latino Adults Age 50 and Older,2023,,Laura Mehegan,
198-698-182-813-019,Neurological clinical presentation of long COVID syndrome,2025,,Oxana Grosu; Cornelia Turcan; Lilia Rotaru; Stela Odobescu; Ion Moldovanu,
198-702-723-682-672,Effect of Complete COVID-19 Vaccination on Long COVID among the Nepalese Population,2025,,Bipindra Khaniya; Sanju Kharel; Pratikshya Laudari; Hari Prasad Upadhyay; Shankar Laudari,
198-782-347-728-640,Prevalence of long-COVID symptoms among non-hospitalized patients in primary care – Part 1 of 3,2024,United States,Dominik Ose; Elena Gardner; Andrew Curtin; Kirsten Stoesser; Mingyuan Zhang; Jennifer Leiser; Bernadette Kiraly,
199-234-966-928-210,Predictors of “Long COVID-19”,2021,,Anthony L. Komaroff,
199-488-262-837-361,COVID-19 – a Five-Year Update,2024,,Ahmed Burooj,
199-966-797-102-357,LONG COVID DATA SET,2022,,Paul Kuodi,
